method	path	tier	families	category	summary	where
GET	/ISAPI/Event/schedules/countings	reference	deepinview	People Counting	Get the arming schedule of people counting for all channels	deepinview:19.5.1.2@p464
PUT	/ISAPI/Event/schedules/countings	reference	deepinview	People Counting	Set arming schedules of people counting of all channels	deepinview:19.5.1.3@p465
GET	/ISAPI/Event/schedules/countings/counting-{channelID}	reference	deepinview	People Counting	Get the arming schedule of people counting for a specified channel	deepinview:19.5.1.5@p467
PUT	/ISAPI/Event/schedules/countings/counting-{channelID}	reference	deepinview	People Counting	Set the arming schedule of people counting for a specified channel	deepinview:19.5.1.4@p466
GET	/ISAPI/Event/schedules/faceContrast	reference	dvr-pro	Face Capture	Get the arming schedule of all face comparison channels	dvr-pro:12.5.2.1@p228
PUT	/ISAPI/Event/schedules/faceContrast	reference	dvr-pro	Face Capture	Set the arming schedule of multiple face picture comparison alarms	dvr-pro:12.5.2.2@p228
GET	/ISAPI/Event/schedules/faceContrast/faceContrast-{channelID}	reference	dvr-pro	Face Capture	Get the arming schedule of face picture comparison for a specified channel	dvr-pro:12.5.2.3@p229
PUT	/ISAPI/Event/schedules/faceContrast/faceContrast-{channelID}	reference	dvr-pro	Face Capture	Set the arming schedule of face picture comparison for a specified channel	dvr-pro:12.5.2.4@p230
PUT	/ISAPI/Event/schedules/faceLib/{channelID}/{FDID}	reference	deepinview	Face Capture	Set the arming schedule parameters of a specified face picture library by channel	deepinview:19.8.2.1@p648
GET	/ISAPI/Event/schedules/faceSnap	reference	deepinview,dvr-pro,dvr-value	Face Capture	Get the arming schedule of face capture	deepinview:19.8.1.1@p599;dvr-pro:12.5.1.1@p217;dvr-value:12.5.1.1@p253
PUT	/ISAPI/Event/schedules/faceSnap	reference	deepinview,dvr-pro,dvr-value	Face Capture	Set the arming schedule of face capture	deepinview:19.8.1.2@p600;dvr-pro:12.5.1.2@p218;dvr-value:12.5.1.2@p254
GET	/ISAPI/Event/schedules/faceSnap/faceSnap-{channelID}	reference	deepinview,dvr-pro,dvr-value	Face Capture	Get the arming schedule of face capture for a specified channel	deepinview:19.8.1.3@p603;dvr-pro:12.5.1.3@p221;dvr-value:12.5.1.3@p257
PUT	/ISAPI/Event/schedules/faceSnap/faceSnap-{channelID}	reference	deepinview,dvr-pro,dvr-value	Face Capture	Set the arming schedule of face capture for a specified channel	deepinview:19.8.1.4@p604;dvr-pro:12.5.1.4@p222;dvr-value:12.5.1.4@p258
GET	/ISAPI/Event/schedules/faceSnapModeling	reference	deepinview	Face Capture	Get the arming schedule of face modeling for all channels	deepinview:19.8.1.6@p609
PUT	/ISAPI/Event/schedules/faceSnapModeling	reference	deepinview	Face Capture	Set the arming schedule of face modeling for all channels	deepinview:19.8.1.5@p607
GET	/ISAPI/Event/schedules/faceSnapModeling/faceSnapModeling-{channelID}	reference	deepinview	Face Capture	Get the arming schedule of face modeling for a specified channel	deepinview:19.8.1.8@p611
PUT	/ISAPI/Event/schedules/faceSnapModeling/faceSnapModeling-{channelID}	reference	deepinview	Face Capture	Set the arming schedule of face modeling for a specified channel	deepinview:19.8.1.7@p609
GET	/ISAPI/Event/schedules/fieldDetections	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get arming schedules of all channels for intrusion detection	deepinview:19.10.1.2@p692;dvr-pro:12.7.1.2@p255;dvr-value:12.6.1.2@p266
PUT	/ISAPI/Event/schedules/fieldDetections	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Set intrusion detection arming schedules of all channels	deepinview:19.10.1.1@p691;dvr-pro:12.7.1.1@p254;dvr-value:12.6.1.1@p265
GET	/ISAPI/Event/schedules/fieldDetections/fieldDetection-{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get the arming schedule of intrusion detection for a specified channel	deepinview:19.10.1.4@p694
PUT	/ISAPI/Event/schedules/fieldDetections/fieldDetection-{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set the arming schedule of intrusion detection for a specified channel	deepinview:19.10.1.3@p693
GET	/ISAPI/Event/schedules/groups	reference	deepinview,dvr-pro,dvr-value	Abnormal Event Detection	Get the arming time parameters of people gathering for all channels	deepinview:19.7.4.1@p573;dvr-pro:12.4.4.1@p213;dvr-value:12.4.4.1@p249
PUT	/ISAPI/Event/schedules/groups	reference	deepinview,dvr-pro,dvr-value	Abnormal Event Detection	Set the arming time parameters of people gathering for all channels	deepinview:19.7.4.2@p574;dvr-pro:12.4.4.2@p214;dvr-value:12.4.4.2@p250
GET	/ISAPI/Event/schedules/groups/group-{channelID}	reference	deepinview	Abnormal Event Detection	Get the arming schedule parameters of people gathering for a specified channel	deepinview:19.7.4.3@p575
PUT	/ISAPI/Event/schedules/groups/group-{channelID}	reference	deepinview	Abnormal Event Detection	Set the arming time parameters of people gathering for all channels	deepinview:19.7.4.4@p576
GET	/ISAPI/Event/schedules/lineDetections	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get the arming schedules of line crossing detection of all channels	deepinview:19.10.2.1@p723;dvr-pro:12.7.2.1@p274;dvr-value:12.6.2.1@p284
PUT	/ISAPI/Event/schedules/lineDetections	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Set line crossing detection arming schedules of all channels	deepinview:19.10.2.2@p724;dvr-pro:12.7.2.2@p275;dvr-value:12.6.2.2@p285
GET	/ISAPI/Event/schedules/lineDetections/lineDetections_video	narrative	deepinview	Narrative / Quick Start	GET /ISAPI/Event/schedules/lineDetections/lineDetections_video<channelID>	deepinview:@p725
PUT	/ISAPI/Event/schedules/lineDetections/lineDetections_video	narrative	deepinview	Narrative / Quick Start	PUT /ISAPI/Event/schedules/lineDetections/lineDetections_video<channelID>	deepinview:@p726
GET	/ISAPI/Event/schedules/lineDetections/lineDetections_video{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get the arming schedule of line crossing detection for a specified channel	deepinview:19.10.2.3@p725
PUT	/ISAPI/Event/schedules/lineDetections/lineDetections_video{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set the arming schedule of line crossing detection for a specified channel	deepinview:19.10.2.4@p726
GET	/ISAPI/Event/schedules/loiterings	reference	deepinview,dvr-pro,dvr-value	Abnormal Event Detection	Get arming schedules of the loitering detection of all channels	deepinview:19.7.2.2@p545;dvr-pro:12.4.2.2@p210;dvr-value:12.4.2.2@p246
PUT	/ISAPI/Event/schedules/loiterings	reference	deepinview,dvr-pro,dvr-value	Abnormal Event Detection	Set arming schedules of loitering detection of all channels	deepinview:19.7.2.1@p544;dvr-pro:12.4.2.1@p209;dvr-value:12.4.2.1@p245
GET	/ISAPI/Event/schedules/loiterings/loitering	reference	deepinview	Abnormal Event Detection	Get the arming schedule of loitering detection for all channels	deepinview:19.7.2.3@p546
PUT	/ISAPI/Event/schedules/loiterings/loitering	reference	deepinview	Abnormal Event Detection	Set the arming schedule of loitering detection for all channels	deepinview:19.7.2.4@p547
GET	/ISAPI/Event/schedules/loiterings/loitering-{channelID}	reference	deepinview	Abnormal Event Detection	Get the arming schedule of loitering detection for a specified channel	deepinview:19.7.2.6@p549
PUT	/ISAPI/Event/schedules/loiterings/loitering-{channelID}	reference	deepinview	Abnormal Event Detection	Set arming schedule of loitering detection of a channel	deepinview:19.7.2.5@p548
GET	/ISAPI/Event/schedules/motionDetections	reference	anpr,deepinview,ipc-value	Video (General)	Get arming schedule of motion detection of all channels	anpr:12.2.9.1@p187;deepinview:19.2.10.1@p338;ipc-value:8.2.8.1@p154
PUT	/ISAPI/Event/schedules/motionDetections	reference	anpr,deepinview,ipc-value	Video (General)	Set arming schedule of motion detection of all channels	anpr:12.2.9.2@p188;deepinview:19.2.10.2@p339;ipc-value:8.2.8.2@p154
GET	/ISAPI/Event/schedules/motionDetections/VMD_video	narrative	anpr,deepinview,ipc-value	Narrative / Quick Start	Get: GET /ISAPI/Event/schedules/motionDetections/VMD_video<channelID>.	anpr:@p58;deepinview:@p72;ipc-value:@p47
PUT	/ISAPI/Event/schedules/motionDetections/VMD_video	narrative	anpr,deepinview,ipc-value	Narrative / Quick Start	Configure: PUT /ISAPI/Event/schedules/motionDetections/VMD_video<channelID>.	anpr:@p58;deepinview:@p72;ipc-value:@p47
GET	/ISAPI/Event/schedules/motionDetections/VMD_video{channelID}	reference	anpr,deepinview,ipc-value	Video (General)	Get the arming schedule of motion detection for a specified channel	anpr:12.2.9.3@p189;deepinview:19.2.10.3@p340;ipc-value:8.2.8.3@p155
PUT	/ISAPI/Event/schedules/motionDetections/VMD_video{channelID}	reference	anpr,deepinview,ipc-value	Video (General)	Set the arming schedule of motion detection for a specified channel	anpr:12.2.9.4@p190;deepinview:19.2.10.4@p341;ipc-value:8.2.8.4@p156
GET	/ISAPI/Event/schedules/privacyMask	reference	deepinview	Video (General)	Get arming schedules of privacy mask for all channels	deepinview:19.2.12.2@p385
PUT	/ISAPI/Event/schedules/privacyMask	reference	deepinview	Video (General)	Set arming schedules of privacy mask for all channels	deepinview:19.2.12.1@p384
GET	/ISAPI/Event/schedules/privacyMask/privacyMask-{channelID}	reference	deepinview	Video (General)	Get the arming schedule of privacy mask for the specified channel	deepinview:19.2.12.3@p386
PUT	/ISAPI/Event/schedules/privacyMask/privacyMask-{channelID}	reference	deepinview	Video (General)	Set the arming schedule of privacy mask for the specified channel	deepinview:19.2.12.4@p387
GET	/ISAPI/Event/schedules/radarFieldDetections	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get arming schedules of all radar channels for intrusion detection	deepinview:19.10.1.5@p695
PUT	/ISAPI/Event/schedules/radarFieldDetections	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set arming schedules of all radar channels for intrusion detection	deepinview:19.10.1.6@p696
GET	/ISAPI/Event/schedules/radarFieldDetections/radarFieldDetection-{radarChannelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get the arming schedule of radar intrusion detection for a specified channel	deepinview:19.10.1.8@p698
PUT	/ISAPI/Event/schedules/radarFieldDetections/radarFieldDetection-{radarChannelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set the arming schedule of radar intrusion detection for a specified channel	deepinview:19.10.1.7@p697
GET	/ISAPI/Event/schedules/radarLineDetections	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get arming schedules of all radar channels for line crossing detection	deepinview:19.10.2.6@p728
PUT	/ISAPI/Event/schedules/radarLineDetections	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set the arming schedule of radar intrusion detection for all channels	deepinview:19.10.2.5@p727
GET	/ISAPI/Event/schedules/radarLineDetections/radarLineDetection-{radarChannelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get the arming schedule of radar line crossing detection for a specified channel	deepinview:19.10.2.7@p729
PUT	/ISAPI/Event/schedules/radarLineDetections/radarLineDetection-{radarChannelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set the arming schedule of radar line crossing detection for a specified channel	deepinview:19.10.2.8@p730
GET	/ISAPI/Event/schedules/rapidMoves	reference	deepinview,dvr-pro,dvr-value	Abnormal Event Detection	Get the arming schedule of fast moving detection for all channels	deepinview:19.7.1.1@p535;dvr-pro:12.4.1.1@p207;dvr-value:12.4.1.1@p243
PUT	/ISAPI/Event/schedules/rapidMoves	reference	deepinview,dvr-pro,dvr-value	Abnormal Event Detection	Set the arming schedule of fast moving detection for all channels	deepinview:19.7.1.2@p536;dvr-pro:12.4.1.2@p208;dvr-value:12.4.1.2@p244
GET	/ISAPI/Event/schedules/rapidMoves/rapidMove-{channelID}	reference	deepinview	Abnormal Event Detection	Get the arming schedule of fast moving detection for a specified channel	deepinview:19.7.1.4@p538
PUT	/ISAPI/Event/schedules/rapidMoves/rapidMove-{channelID}	reference	deepinview	Abnormal Event Detection	Set the arming schedule of fast moving detection for a specified channel	deepinview:19.7.1.3@p537
GET	/ISAPI/Event/schedules/regionEntrances	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get arming schedules of all channels for region entrance detection	deepinview:19.10.3.2@p751;dvr-pro:12.7.3.2@p291;dvr-value:12.6.3.2@p301
PUT	/ISAPI/Event/schedules/regionEntrances	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Set region entrance detection arming schedules of all channels	deepinview:19.10.3.1@p750;dvr-pro:12.7.3.1@p290;dvr-value:12.6.3.1@p300
GET	/ISAPI/Event/schedules/regionEntrances/regionEntrance-{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get the arming schedule of region entrance detection for a specified channel	deepinview:19.10.3.4@p753
PUT	/ISAPI/Event/schedules/regionEntrances/regionEntrance-{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set the arming schedule of region entrance detection for a specified channel	deepinview:19.10.3.3@p752
GET	/ISAPI/Event/schedules/regionExitings	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get arming schedules of all channels for region exiting detection	deepinview:19.10.4.1@p774;dvr-pro:12.7.4.1@p292;dvr-value:12.6.4.1@p302
PUT	/ISAPI/Event/schedules/regionExitings	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Set region exiting detection arming schedules of all channels	deepinview:19.10.4.2@p775;dvr-pro:12.7.4.2@p293;dvr-value:12.6.4.2@p303
GET	/ISAPI/Event/schedules/regionExitings/regionExiting-{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get the arming schedule of region exiting detection for a specified channel	deepinview:19.10.4.3@p776
PUT	/ISAPI/Event/schedules/regionExitings/regionExiting-{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set the arming schedule of region exiting detection for a specified channel	deepinview:19.10.4.4@p777
GET	/ISAPI/Event/schedules/sceneChangeDetections	reference	deepinview,dvr-pro,dvr-value	Video (General)	Get the arming schedule of scene change detection for all channels	deepinview:19.2.14.2@p400;dvr-pro:12.2.5.2@p166;dvr-value:12.2.5.2@p184
PUT	/ISAPI/Event/schedules/sceneChangeDetections	reference	deepinview,dvr-pro,dvr-value	Video (General)	Set the arming schedule of scene change detection for all channels	deepinview:19.2.14.1@p399;dvr-pro:12.2.5.1@p165;dvr-value:12.2.5.1@p183
GET	/ISAPI/Event/schedules/sceneChangeDetections/sceneChangeDetection_video	narrative	deepinview	Narrative / Quick Start	GET /ISAPI/Event/schedules/sceneChangeDetections/sceneChangeDetection_video<channelID>	deepinview:@p401
PUT	/ISAPI/Event/schedules/sceneChangeDetections/sceneChangeDetection_video	narrative	deepinview	Narrative / Quick Start	PUT /ISAPI/Event/schedules/sceneChangeDetections/sceneChangeDetection_video<channelID>	deepinview:@p402
GET	/ISAPI/Event/schedules/sceneChangeDetections/sceneChangeDetection_video{channelID}	reference	deepinview	Video (General)	Get the arming schedule of scene change detection for a specified channel	deepinview:19.2.14.3@p401
PUT	/ISAPI/Event/schedules/sceneChangeDetections/sceneChangeDetection_video{channelID}	reference	deepinview	Video (General)	Set the arming schedule of scene change detection for a specified channel	deepinview:19.2.14.4@p402
GET	/ISAPI/Event/schedules/tamperDetections	reference	deepinview,ipc-value	Video (General)	Get the arming schedule of video tampering detection for all channels	deepinview:19.2.15.2@p405;ipc-value:8.2.12.2@p204
PUT	/ISAPI/Event/schedules/tamperDetections	reference	deepinview,ipc-value	Video (General)	Set the arming schedule of video tampering detection for all channels	deepinview:19.2.15.1@p404;ipc-value:8.2.12.1@p203
GET	/ISAPI/Event/schedules/tamperDetections/tamperdetection_video	narrative	deepinview,ipc-value	Narrative / Quick Start	GET /ISAPI/Event/schedules/tamperDetections/tamperdetection_video<channelID>	deepinview:@p406;ipc-value:@p205
PUT	/ISAPI/Event/schedules/tamperDetections/tamperdetection_video	narrative	deepinview,ipc-value	Narrative / Quick Start	PUT /ISAPI/Event/schedules/tamperDetections/tamperdetection_video<channelID>	deepinview:@p407;ipc-value:@p206
GET	/ISAPI/Event/schedules/tamperDetections/tamperdetection_video{channelID}	reference	deepinview,ipc-value	Video (General)	Get the arming schedule of video tampering detection for a specified channel	deepinview:19.2.15.3@p406;ipc-value:8.2.12.3@p205
PUT	/ISAPI/Event/schedules/tamperDetections/tamperdetection_video{channelID}	reference	deepinview,ipc-value	Video (General)	Set the arming schedule of video tampering detection for a specified channel	deepinview:19.2.15.4@p407;ipc-value:8.2.12.4@p206
GET	/ISAPI/Event/schedules/unattendedBaggages	reference	deepinview,dvr-pro,dvr-value	Abnormal Event Detection	Get the arming schedule of unattended baggage detection for all channels	deepinview:19.7.5.2@p591;dvr-pro:12.4.5.2@p216;dvr-value:12.4.5.2@p252
PUT	/ISAPI/Event/schedules/unattendedBaggages	reference	deepinview,dvr-pro,dvr-value	Abnormal Event Detection	Set the arming schedule of unattended baggage detection for all channels	deepinview:19.7.5.1@p590;dvr-pro:12.4.5.1@p215;dvr-value:12.4.5.1@p251
GET	/ISAPI/Event/schedules/unattendedBaggages/unattendedBaggage-{channelID}	reference	deepinview	Abnormal Event Detection	Get the arming schedule of unattended baggage detection for a specified channel	deepinview:19.7.5.3@p592
